province;red;green;blue;name;x
67;211;212;32;Province_67;x
68;228;84;64;Province_68;x
69;213;244;64;Province_69;x
70;214;164;48;Province_70;x
71;135;228;48;Province_71;x
72;216;180;64;Province_72;x
73;233;132;64;Province_73;x
74;138;228;64;Province_74;x
75;219;196;48;Province_75;x
76;76;212;128;Province_76;x
77;237;180;64;Province_77;x
78;238;164;64;Province_78;x
79;143;228;64;Province_79;x
80;224;229;48;Province_80;x
81;225;101;80;Province_81;x
82;50;165;64;Province_82;x
83;227;181;48;Province_83;x
84;68;149;144;Province_84;x
85;149;197;80;Province_85;x
86;230;149;80;Province_86;x
87;71;165;64;Province_87;x
88;232;213;64;Province_88;x
89;233;85;80;Province_89;x
90;170;197;80;Province_90;x
91;235;149;64;Province_91;x
92;76;165;80;Province_92;x
93;173;197;80;Province_93;x
94;238;117;80;Province_94;x
95;79;165;80;Province_95;x
96;240;182;64;Province_96;x
97;81;150;144;Province_97;x
98;162;214;96;Province_98;x
99;227;166;96;Province_99;x
100;84;182;80;Province_100;x
101;245;214;80;Province_101;x
102;230;102;48;Province_102;x
103;167;214;48;Province_103;x
104;248;166;80;Province_104;x
105;89;166;160;Province_105;x
106;186;214;48;Province_106;x
107;235;134;48;Province_107;x
108;92;182;96;Province_108;x
109;253;198;80;Province_109;x
110;110;166;160;Province_110;x
111;191;214;48;Province_111;x
112;224;183;48;Province_112;x
113;81;199;96;Province_113;x
114;178;231;64;Province_114;x
115;227;119;64;Province_115;x
116;100;199;96;Province_116;x
117;197;183;96;Province_117;x
118;102;183;176;Province_118;x
119;183;231;64;Province_119;x
120;232;151;64;Province_120;x
121;105;199;96;Province_121;x
122;218;215;32;Province_122;x
123;235;87;64;Province_123;x
124;204;231;64;Province_124;x
125;221;167;32;Province_125;x
126;110;199;112;Province_126;x
127;207;231;64;Province_127;x
128;224;136;64;Province_128;x
129;97;216;112;Province_129;x
130;210;200;48;Province_130;x
131;115;184;128;Province_131;x
132;196;248;80;Province_132;x
133;229;168;80;Province_133;x
134;118;216;112;Province_134;x
135;231;232;48;Province_135;x
136;232;104;80;Province_136;x
137;121;216;112;Province_137;x
138;234;168;48;Province_138;x
139;139;200;128;Province_139;x
140;220;184;80;Province_140;x
141;237;152;80;Province_141;x
142;126;216;48;Province_142;x
143;239;200;48;Province_143;x
144;64;201;144;Province_144;x
145;209;185;80;Province_145;x
146;226;153;64;Province_146;x
147;115;233;64;Province_147;x
148;212;185;96;Province_148;x
149;229;121;96;Province_149;x
150;134;233;64;Province_150;x
151;247;185;64;Province_151;x
152;72;217;144;Province_152;x
153;217;201;48;Province_153;x
154;234;153;48;Province_154;x
155;139;233;64;Province_155;x
156;252;217;64;Province_156;x
157;237;89;48;Province_157;x
158;238;201;48;Province_158;x
159;255;169;64;Province_159;x
160;48;170;80;Province_160;x
161;145;202;48;Province_161;x
162;226;138;48;Province_162;x
163;51;170;80;Province_163;x
164;244;202;80;Province_164;x
165;85;154;160;Province_165;x
166;150;202;64;Province_166;x
167;231;170;64;Province_167;x
168;72;170;80;Province_168;x
169;153;218;64;Province_169;x
170;234;106;64;Province_170;x
171;75;170;80;Province_171;x
172;204;186;80;Province_172;x
173;93;154;160;Province_173;x
174;174;218;64;Province_174;x
175;239;154;64;Province_175;x
176;64;187;96;Province_176;x
177;209;219;96;Province_177;x
178;226;91;64;Province_178;x
179;163;219;64;Province_179;x
180;212;155;32;Province_180;x
181;85;187;96;Province_181;x
182;166;219;80;Province_182;x
183;231;123;80;Province_183;x
184;88;187;96;Province_184;x
185;217;187;32;Province_185;x
186;106;171;112;Province_186;x
187;187;235;80;Province_187;x
188;236;171;80;Province_188;x
189;93;187;96;Province_189;x
190;238;219;48;Province_190;x
191;239;107;80;Province_191;x
192;176;236;80;Province_192;x
193;225;172;48;Province_193;x
194;114;172;128;Province_194;x
195;179;236;80;Province_195;x
196;228;140;96;Province_196;x
197;101;204;112;Province_197;x
198;230;204;48;Province_198;x
199;119;188;128;Province_199;x
200;184;252;48;Province_200;x
201;233;156;48;Province_201;x
202;106;204;112;Province_202;x
203;203;252;48;Province_203;x
204;236;124;48;Province_204;x
205;109;204;112;Province_205;x
206;254;188;64;Province_206;x
207;127;188;144;Province_207;x
208;192;253;48;Province_208;x
209;225;157;48;Province_209;x
210;98;221;48;Province_210;x
211;243;221;64;Province_211;x
212;228;93;48;Province_212;x
213;197;189;48;Province_213;x
214;246;173;64;Province_214;x
215;119;221;64;Province_215;x
216;200;189;64;Province_216;x
217;233;141;64;Province_217;x
218;122;221;64;Province_218;x
219;251;205;64;Province_219;x
220;76;205;160;Province_220;x
221;221;189;64;Province_221;x
222;238;173;64;Province_222;x
223;127;221;64;Province_223;x
224;192;238;80;Province_224;x
225;225;110;64;Province_225;x
226;114;238;64;Province_226;x
227;195;190;80;Province_227;x
228;68;222;160;Province_228;x
229;213;206;64;Province_229;x
230;230;158;80;Province_230;x
231;135;238;80;Province_231;x
232;216;222;80;Province_232;x
233;233;94;80;Province_233;x
234;234;206;80;Province_234;x
235;219;158;80;Province_235;x
236;140;238;80;Province_236;x
237;237;206;80;Province_237;x
238;238;126;80;Province_238;x
239;143;238;80;Province_239;x
240;208;191;32;Province_240;x
241;81;143;112;Province_241;x
242;146;223;80;Province_242;x
243;227;175;80;Province_243;x
244;68;175;80;Province_244;x
245;229;223;32;Province_245;x
246;230;111;96;Province_246;x
247;151;223;96;Province_247;x
248;232;175;48;Province_248;x
249;105;159;128;Province_249;x
250;170;223;48;Province_250;x
251;235;143;48;Province_251;x
252;76;175;96;Province_252;x
253;237;207;48;Province_253;x
254;110;159;128;Province_254;x
255;175;239;48;Province_255;x
256;224;176;49;Province_256;x
257;65;176;97;Province_257;x
258;162;224;49;Province_258;x
259;227;96;49;Province_259;x
260;84;176;97;Province_260;x
261;245;176;49;Province_261;x
262;118;160;129;Province_262;x
263;167;224;49;Province_263;x
264;232;144;65;Province_264;x
265;89;176;113;Province_265;x
266;250;208;65;Province_266;x
267;235;80;65;Province_267;x
268;188;224;65;Province_268;x
269;253;160;65;Province_269;x
270;94;176;113;Province_270;x
271;191;240;65;Province_271;x
272;224;113;65;Province_272;x
273;81;193;113;Province_273;x
274;242;193;65;Province_274;x
275;115;161;145;Province_275;x
276;180;241;65;Province_276;x
277;229;161;65;Province_277;x
278;102;193;129;Province_278;x
279;199;225;65;Province_279;x
280;232;97;81;Province_280;x
281;105;193;49;Province_281;x
282;202;161;81;Province_282;x
283;59;177;161;Province_283;x
284;204;177;81;Province_284;x
285;237;129;81;Province_285;x
286;110;193;65;Province_286;x
287;223;193;81;Province_287;x
288;64;178;161;Province_288;x
289;193;178;81;Province_289;x
290;210;146;81;Province_290;x
291;99;210;65;Province_291;x
292;196;194;81;Province_292;x
293;229;114;81;Province_293;x
294;118;210;65;Province_294;x
295;215;178;81;Province_295;x
296;72;194;177;Province_296;x
297;201;194;97;Province_297;x
298;234;146;97;Province_298;x
299;123;210;65;Province_299;x
300;236;210;33;Province_300;x
301;237;82;49;Province_301;x
302;222;194;49;Province_302;x
303;239;162;33;Province_303;x
304;112;227;81;Province_304;x
305;209;195;49;Province_305;x
306;226;131;49;Province_306;x
307;115;227;81;Province_307;x
308;228;195;49;Province_308;x
309;85;211;129;Province_309;x
310;214;211;49;Province_310;x
311;231;163;49;Province_311;x
312;136;227;81;Province_312;x
313;217;211;49;Province_313;x
314;234;99;65;Province_314;x
315;139;227;81;Province_315;x
316;252;179;49;Province_316;x
317;109;211;129;Province_317;x
318;238;211;65;Province_318;x
319;239;147;65;Province_319;x
320;48;164;97;Province_320;x
321;241;212;49;Province_321;x
322;226;84;65;Province_322;x
323;147;212;65;Province_323;x
324;244;148;65;Province_324;x
325;69;164;97;Province_325;x
326;150;228;65;Province_326;x
327;231;116;65;Province_327;x
328;72;164;97;Province_328;x
329;249;180;65;Province_329;x
330;106;148;145;Province_330;x
331;171;228;81;Province_331;x
332;236;164;81;Province_332;x
333;77;164;113;Province_333;x
334;206;212;65;Province_334;x
335;239;100;81;Province_335;x
336;160;229;81;Province_336;x
337;193;165;65;Province_337;x
338;114;149;145;Province_338;x
339;163;229;81;Province_339;x
340;228;133;81;Province_340;x
341;85;181;113;Province_341;x
342;214;197;81;Province_342;x
343;119;165;161;Province_343;x
344;168;245;81;Province_344;x
345;217;149;81;Province_345;x
346;90;181;113;Province_346;x
347;187;245;97;Province_347;x
348;236;117;97;Province_348;x
349;93;181;129;Province_349;x
350;222;181;81;Province_350;x
351;63;165;161;Province_351;x
352;176;182;49;Province_352;x
353;225;150;49;Province_353;x
354;82;198;65;Province_354;x
355;227;214;81;Province_355;x
356;228;86;49;Province_356;x
357;181;182;49;Province_357;x
358;230;166;97;Province_358;x
359;103;198;65;Province_359;x
360;184;182;49;Province_360;x
361;233;134;49;Province_361;x
362;106;198;65;Province_362;x
363;235;198;33;Province_363;x
364;76;182;113;Province_364;x
365;205;198;65;Province_365;x
366;238;166;65;Province_366;x
367;111;198;65;Province_367;x
368;224;231;49;Province_368;x
369;225;103;65;Province_369;x
370;98;215;81;Province_370;x
371;243;167;49;Province_371;x
372;84;199;129;Province_372;x
373;197;199;65;Province_373;x
374;230;151;65;Province_374;x
375;119;215;81;Province_375;x
376;248;199;49;Province_376;x
377;89;199;129;Province_377;x
378;218;215;65;Province_378;x
379;251;151;49;Province_379;x
380;124;215;81;Province_380;x
381;221;215;81;Province_381;x
382;238;119;81;Province_382;x
383;127;215;81;Province_383;x
384;240;184;65;Province_384;x
385;81;200;145;Province_385;x
386;210;216;81;Province_386;x
387;227;168;81;Province_387;x
388;132;232;97;Province_388;x
389;197;216;65;Province_389;x
390;230;88;81;Province_390;x
391;215;216;81;Province_391;x
392;200;168;65;Province_392;x
393;137;232;97;Province_393;x
394;234;232;81;Province_394;x
395;235;136;81;Province_395;x
396;140;232;97;Province_396;x
397;221;200;65;Province_397;x
398;110;216;145;Province_398;x
399;239;232;97;Province_399;x
400;224;185;49;Province_400;x
401;49;169;97;Province_401;x
402;146;233;49;Province_402;x
403;227;105;49;Province_403;x
404;68;169;113;Province_404;x
405;213;185;81;Province_405;x
406;118;153;161;Province_406;x
407;151;233;49;Province_407;x
408;232;153;49;Province_408;x
409;73;169;113;Province_409;x
410;234;217;81;Province_410;x
411;235;89;49;Province_411;x
412;172;249;49;Province_412;x
413;237;153;81;Province_413;x
414;78;169;113;Province_414;x
415;175;249;65;Province_415;x
416;224;122;65;Province_416;x
417;65;186;113;Province_417;x
418;226;202;97;Province_418;x
419;131;154;177;Province_419;x
420;164;186;65;Province_420;x
421;229;170;65;Province_421;x
422;86;186;49;Province_422;x
423;231;234;33;Province_423;x
424;232;106;65;Province_424;x
425;169;186;65;Province_425;x
426;250;170;33;Province_426;x
427;75;170;113;Province_427;x
428;188;186;65;Province_428;x
429;237;138;65;Province_429;x
430;94;186;65;Province_430;x
431;255;202;49;Province_431;x
432;64;171;129;Province_432;x
433;177;203;81;Province_433;x
434;242;155;49;Province_434;x
435;83;203;65;Province_435;x
436;180;203;81;Province_436;x
437;229;123;81;Province_437;x
438;102;203;65;Province_438;x
439;247;187;49;Province_439;x
440;88;187;129;Province_440;x
441;185;203;81;Province_441;x
442;234;155;81;Province_442;x
443;107;203;81;Province_443;x
444;204;219;65;Province_444;x
445;237;91;81;Province_445;x
446;206;203;97;Province_446;x
447;207;171;65;Province_447;x
448;96;220;81;Province_448;x
449;193;220;97;Province_449;x
450;226;140;49;Province_450;x
451;99;220;81;Province_451;x
452;212;204;65;Province_452;x
453;85;204;145;Province_453;x
454;198;220;49;Province_454;x
455;231;172;49;Province_455;x
456;120;220;97;Province_456;x
457;217;236;65;Province_457;x
458;234;108;49;Province_458;x
459;123;220;97;Province_459;x
460;220;188;81;Province_460;x
461;109;204;161;Province_461;x
462;222;220;49;Province_462;x
463;239;156;49;Province_463;x
464;112;237;97;Province_464;x
465;225;221;81;Province_465;x
466;226;93;65;Province_466;x
467;211;237;65;Province_467;x
468;228;157;81;Province_468;x
469;133;237;97;Province_469;x
470;214;237;65;Province_470;x
471;231;125;65;Province_471;x
472;136;237;113;Province_472;x
473;233;189;81;Province_473;x
474;122;221;161;Province_474;x
475;235;237;65;Province_475;x
476;236;173;65;Province_476;x
477;141;237;113;Province_477;x
478;238;221;97;Province_478;x
479;239;109;65;Province_479;x
480;144;254;81;Province_480;x
481;241;174;33;Province_481;x
482;114;142;113;Province_482;x
483;147;254;81;Province_483;x
484;228;142;81;Province_484;x
485;69;174;113;Province_485;x
486;246;206;33;Province_486;x
487;119;158;113;Province_487;x
488;152;254;81;Province_488;x
489;233;190;81;Province_489;x
490;74;174;49;Province_490;x
491;171;190;81;Province_491;x
492;236;126;81;Province_492;x
493;77;174;49;Province_493;x
494;254;190;49;Province_494;x
495;79;158;129;Province_495;x
496;160;191;97;Province_496;x
497;225;159;97;Province_497;x
498;66;191;65;Province_498;x
499;195;223;49;Province_499;x
500;228;95;49;Province_500;x
501;165;191;49;Province_501;x
502;198;175;49;Province_502;x
503;87;191;65;Province_503;x
504;168;207;49;Province_504;x
505;233;143;49;Province_505;x
506;90;191;65;Province_506;x
507;219;207;65;Province_507;x
508;76;175;145;Province_508;x
509;189;207;49;Province_509;x
510;238;175;49;Province_510;x
511;95;191;81;Province_511;x
512;208;224;66;Province_512;x
513;225;96;50;Province_513;x
514;82;192;82;Province_514;x
515;211;160;66;Province_515;x
516;84;176;146;Province_516;x
517;181;192;66;Province_517;x
518;230;128;66;Province_518;x
519;103;192;82;Province_519;x
520;232;192;82;Province_520;x
521;89;176;162;Province_521;x
522;202;208;66;Province_522;x
523;235;144;82;Province_523;x
524;108;192;82;Province_524;x
525;205;208;66;Province_525;x
526;238;112;66;Province_526;x
527;111;192;98;Province_527;x
528;224;177;82;Province_528;x
529;97;177;162;Province_529;x
530;194;209;82;Province_530;x
531;227;145;82;Province_531;x
532;116;209;98;Province_532;x
533;229;209;82;Province_533;x
534;230;81;82;Province_534;x
535;199;225;82;Province_535;x
536;248;161;98;Province_536;x
537;121;209;98;Province_537;x
538;218;225;82;Province_538;x
539;235;129;82;Province_539;x
540;124;209;98;Province_540;x
541;253;193;34;Province_541;x
542;126;193;114;Province_542;x
543;223;225;82;Province_543;x
544;224;162;82;Province_544;x
545;113;226;114;Province_545;x
546;210;226;98;Province_546;x
547;227;98;98;Province_547;x
548;132;226;114;Province_548;x
549;245;178;50;Province_549;x
550;118;210;130;Province_550;x
551;215;242;50;Province_551;x
552;232;146;50;Province_552;x
553;137;226;114;Province_553;x
554;202;210;50;Province_554;x
555;235;82;50;Province_555;x
556;236;242;50;Province_556;x
557;205;146;50;Province_557;x
558;142;226;130;Province_558;x
559;239;242;50;Province_559;x
560;224;115;50;Province_560;x
561;49;163;50;Province_561;x
562;210;179;50;Province_562;x
563;51;131;130;Province_563;x
564;148;179;66;Province_564;x
565;229;163;66;Province_565;x
566;70;163;66;Province_566;x
567;215;211;66;Province_567;x
568;232;99;66;Province_568;x
569;153;179;66;Province_569;x
570;218;163;66;Province_570;x
571;75;147;146;Province_571;x
572;172;195;66;Province_572;x
573;237;131;66;Province_573;x
574;78;163;66;Province_574;x
575;239;195;66;Province_575;x
576;64;148;146;Province_576;x
577;161;196;66;Province_577;x
578;226;148;66;Province_578;x
579;67;180;66;Province_579;x
580;164;196;82;Province_580;x
581;229;116;82;Province_581;x
582;86;180;82;Province_582;x
583;231;180;82;Province_583;x
584;88;164;162;Province_584;x
585;169;196;82;Province_585;x
586;234;148;82;Province_586;x
587;91;180;82;Province_587;x
588;236;212;82;Province_588;x
589;237;84;82;Province_589;x
590;190;212;82;Province_590;x
591;255;164;82;Province_591;x
592;80;197;82;Province_592;x
593;177;213;82;Province_593;x
594;226;133;82;Province_594;x
595;83;197;82;Province_595;x
596;244;197;98;Province_596;x
597;101;181;178;Province_597;x
598;182;213;98;Province_598;x
599;231;165;98;Province_599;x
600;104;197;98;Province_600;x
601;249;229;34;Province_601;x
602;234;101;50;Province_602;x
603;107;197;98;Province_603;x
604;252;165;34;Province_604;x
605;109;181;114;Province_605;x
606;206;229;50;Province_606;x
607;239;149;50;Province_607;x
608;96;214;98;Province_608;x
609;193;214;50;Province_609;x
610;226;86;50;Province_610;x
611;195;230;50;Province_611;x
612;196;150;50;Province_612;x
613;117;214;114;Province_613;x
614;198;230;66;Province_614;x
615;231;118;66;Province_615;x
616;120;214;114;Province_616;x
617;217;182;50;Province_617;x
618;122;198;130;Province_618;x
619;219;230;66;Province_619;x
620;236;166;66;Province_620;x
621;125;214;114;Province_621;x
622;222;214;50;Province_622;x
623;239;86;66;Province_623;x
624;208;247;66;Province_624;x
625;209;167;66;Province_625;x
626;114;199;146;Province_626;x
627;211;247;66;Province_627;x
628;228;135;66;Province_628;x
629;133;231;130;Province_629;x
630;230;199;66;Province_630;x
631;55;215;146;Province_631;x
632;216;183;82;Province_632;x
633;233;183;82;Province_633;x
634;138;231;66;Province_634;x
635;235;183;82;Province_635;x
636;236;103;82;Province_636;x
637;141;231;66;Province_637;x
638;238;183;66;Province_638;x
639;79;215;146;Province_639;x
640;144;184;82;Province_640;x
641;225;152;82;Province_641;x
642;50;168;66;Province_642;x
643;227;216;82;Province_643;x
644;228;88;82;Province_644;x
645;149;200;82;Province_645;x
646;246;168;82;Province_646;x
647;71;168;66;Province_647;x
648;152;200;98;Province_648;x
649;233;120;98;Province_649;x
650;74;168;82;Province_650;x
651;251;200;82;Province_651;x
652;92;152;162;Province_652;x
653;173;200;50;Province_653;x
654;238;168;50;Province_654;x
655;79;168;82;Province_655;x
656;240;233;98;Province_656;x
657;225;105;50;Province_657;x
658;162;217;50;Province_658;x
659;243;169;98;Province_659;x
660;84;169;114;Province_660;x
661;165;217;50;Province_661;x
662;230;137;50;Province_662;x
663;87;185;82;Province_663;x
664;200;201;34;Province_664;x
665;89;169;114;Province_665;x
666;186;217;66;Province_666;x
667;203;153;34;Province_667;x
668;92;185;98;Province_668;x
669;189;217;66;Province_669;x
670;238;121;66;Province_670;x
671;95;185;98;Province_671;x
672;208;186;50;Province_672;x
673;97;170;130;Province_673;x
674;178;234;66;Province_674;x
675;227;154;66;Province_675;x
676;100;202;98;Province_676;x
677;213;218;50;Province_677;x
678;230;90;66;Province_678;x
679;183;234;66;Province_679;x
680;216;170;50;Province_680;x
681;105;202;98;Province_681;x
682;202;234;82;Province_682;x
683;235;138;82;Province_683;x
684;108;202;114;Province_684;x
685;237;202;66;Province_685;x
686;126;186;146;Province_686;x
687;207;234;82;Province_687;x
688;224;171;82;Province_688;x
689;97;219;114;Province_689;x
690;226;235;66;Province_690;x
691;227;107;82;Province_691;x
692;116;219;114;Province_692;x
693;229;187;66;Province_693;x
694;118;203;146;Province_694;x
695;199;251;82;Province_695;x
696;232;155;98;Province_696;x
697;121;219;114;Province_697;x
698;234;219;66;Province_698;x
699;235;91;98;Province_699;x
700;220;187;50;Province_700;x
701;253;155;82;Province_701;x
702;126;219;50;Province_702;x
703;223;187;50;Province_703;x
704;224;124;50;Province_704;x
705;113;236;66;Province_705;x
706;242;188;82;Province_706;x
707;67;204;162;Province_707;x
708;212;188;50;Province_708;x
709;229;172;50;Province_709;x
710;134;236;66;Province_710;x
711;247;220;82;Province_711;x
712;232;108;50;Province_712;x
713;217;204;50;Province_713;x
714;250;172;82;Province_714;x
715;75;220;162;Province_715;x
716;236;204;66;Province_716;x
717;237;140;66;Province_717;x
718;142;236;66;Province_718;x
719;207;204;98;Province_719;x
720;80;141;114;Province_720;x
721;145;205;66;Province_721;x
722;226;189;66;Province_722;x
723;51;173;82;Province_723;x
724;148;205;66;Province_724;x
725;229;125;66;Province_725;x
726;70;173;82;Province_726;x
727;215;189;34;Province_727;x
728;88;157;130;Province_728;x
729;153;221;66;Province_729;x
730;234;157;82;Province_730;x
731;75;173;82;Province_731;x
732;220;221;50;Province_732;x
733;237;93;82;Province_733;x
734;174;221;82;Province_734;x
735;223;173;50;Province_735;x
736;64;190;98;Province_736;x
737;161;222;82;Province_737;x
738;226;142;82;Province_738;x
739;67;190;98;Province_739;x
740;228;206;50;Province_740;x
741;101;174;130;Province_741;x
742;166;222;82;Province_742;x
743;231;174;82;Province_743;x
744;88;190;98;Province_744;x
745;233;238;66;Province_745;x
746;234;110;98;Province_746;x
747;91;190;98;Province_747;x
748;236;174;66;Province_748;x
749;109;174;146;Province_749;x
750;190;238;50;Province_750;x
751;239;158;50;Province_751;x
752;80;207;114;Province_752;x
753;225;207;66;Province_753;x
754;114;175;146;Province_754;x
755;179;239;50;Province_755;x
756;244;159;66;Province_756;x
757;101;207;114;Province_757;x
758;182;239;50;Province_758;x
759;231;127;50;Province_759;x
760;104;207;114;Province_760;x
761;249;191;82;Province_761;x
762;122;191;162;Province_762;x
763;203;255;50;Province_763;x
764;236;175;66;Province_764;x
765;109;207;114;Province_765;x
766;254;223;82;Province_766;x
767;239;95;66;Province_767;x
768;192;240;67;Province_768;x
769;241;160;83;Province_769;x
770;98;208;51;Province_770;x
771;195;176;67;Province_771;x
772;228;128;67;Province_772;x
773;117;208;51;Province_773;x
774;198;192;83;Province_774;x
775;71;192;163;Province_775;x
776;200;176;67;Province_776;x
777;233;160;67;Province_777;x
778;122;208;67;Province_778;x
779;219;176;67;Province_779;x
780;236;96;83;Province_780;x
781;125;208;67;Province_781;x
782;222;176;35;Province_782;x
783;79;192;115;Province_783;x
784;208;193;83;Province_784;x
785;225;145;83;Province_785;x
786;114;225;67;Province_786;x
787;211;209;35;Province_787;x
788;228;81;83;Province_788;x
789;213;193;83;Province_789;x
790;214;145;51;Province_790;x
791;135;225;83;Province_791;x
792;216;193;83;Province_792;x
793;233;113;83;Province_793;x
794;138;225;83;Province_794;x
795;235;177;51;Province_795;x
796;92;209;131;Province_796;x
797;237;193;99;Province_797;x
798;238;161;99;Province_798;x
799;143;225;83;Province_799;x
800;224;226;51;Province_800;x
801;225;98;51;Province_801;x
802;146;210;51;Province_802;x
803;227;162;51;Province_803;x
804;84;146;147;Province_804;x
805;149;210;51;Province_805;x
806;230;130;51;Province_806;x
807;71;162;99;Province_807;x
808;232;194;67;Province_808;x
809;105;146;147;Province_809;x
810;170;210;51;Province_810;x
811;251;146;67;Province_811;x
812;76;162;99;Province_812;x
813;173;210;51;Province_813;x
814;238;114;67;Province_814;x
815;79;162;99;Province_815;x
816;240;179;67;Province_816;x
817;97;147;147;Province_817;x
818;162;227;67;Province_818;x
819;227;147;67;Province_819;x
820;84;179;99;Province_820;x
821;245;211;83;Province_821;x
822;230;83;67;Province_822;x
823;167;227;67;Province_823;x
824;248;163;83;Province_824;x
825;89;179;115;Province_825;x
826;186;227;67;Province_826;x
827;235;131;67;Province_827;x
828;92;179;115;Province_828;x
829;205;195;83;Province_829;x
830;126;163;163;Province_830;x
831;191;243;83;Province_831;x
832;224;164;83;Province_832;x
833;81;196;115;Province_833;x
834;210;228;83;Province_834;x
835;227;100;83;Province_835;x
836;100;196;115;Province_836;x
837;213;180;99;Province_837;x
838;134;180;179;Province_838;x
839;183;244;83;Province_839;x
840;232;148;83;Province_840;x
841;105;196;51;Province_841;x
842;218;212;35;Province_842;x
843;235;84;83;Province_843;x
844;204;180;83;Province_844;x
845;221;148;35;Province_845;x
846;110;196;67;Province_846;x
847;207;180;99;Province_847;x
848;224;117;99;Province_848;x
849;97;213;67;Province_849;x
850;226;181;51;Province_850;x
851;67;181;131;Province_851;x
852;196;197;51;Province_852;x
853;229;165;51;Province_853;x
854;118;213;67;Province_854;x
855;231;213;51;Province_855;x
856;232;101;51;Province_856;x
857;201;197;51;Province_857;x
858;234;165;51;Province_858;x
859;75;197;131;Province_859;x
860;220;197;51;Province_860;x
861;237;133;51;Province_861;x
862;126;213;83;Province_862;x
863;239;197;51;Province_863;x
864;80;198;147;Province_864;x
865;209;198;67;Province_865;x
866;226;182;67;Province_866;x
867;115;230;83;Province_867;x
868;212;214;67;Province_868;x
869;229;118;67;Province_869;x
870;134;230;83;Province_870;x
871;247;182;67;Province_871;x
872;88;214;147;Province_872;x
873;217;214;67;Province_873;x
874;234;150;67;Province_874;x
875;139;230;83;Province_875;x
876;252;214;67;Province_876;x
877;237;86;67;Province_877;x
878;238;214;67;Province_878;x
879;255;166;67;Province_879;x
880;48;167;99;Province_880;x
881;145;215;83;Province_881;x
882;226;119;83;Province_882;x
883;51;167;99;Province_883;x
884;196;199;83;Province_884;x
885;101;151;163;Province_885;x
886;150;231;83;Province_886;x
887;231;167;83;Province_887;x
888;72;167;99;Province_888;x
889;217;231;83;Province_889;x
890;234;103;83;Province_890;x
891;75;167;99;Province_891;x
892;220;167;83;Province_892;x
893;125;151;163;Province_893;x
894;174;231;83;Province_894;x
895;239;135;83;Province_895;x
896;64;184;115;Province_896;x
897;209;200;99;Province_897;x
898;114;152;179;Province_898;x
899;163;232;99;Province_899;x
900;212;152;35;Province_900;x
901;85;184;115;Province_901;x
902;166;248;51;Province_902;x
903;231;120;51;Province_903;x
904;88;184;115;Province_904;x
905;233;184;35;Province_905;x
906;122;168;115;Province_906;x
907;187;248;51;Province_907;x
908;236;152;51;Province_908;x
909;93;184;131;Province_909;x
910;238;216;51;Province_910;x
911;239;88;51;Province_911;x
912;176;185;51;Province_912;x
913;225;169;51;Province_913;x
914;82;201;67;Province_914;x
915;179;185;67;Province_915;x
916;228;137;67;Province_916;x
917;101;201;67;Province_917;x
918;230;201;51;Province_918;x
919;71;185;131;Province_919;x
920;184;185;67;Province_920;x
921;233;169;67;Province_921;x
922;106;201;67;Province_922;x
923;203;201;67;Province_923;x
924;236;105;67;Province_924;x
925;109;201;67;Province_925;x
926;254;185;67;Province_926;x
927;79;185;147;Province_927;x
928;192;202;67;Province_928;x
929;225;154;67;Province_929;x
930;98;218;83;Province_930;x
931;243;218;67;Province_931;x
