province;red;green;blue;name;x
145;81;196;64;Province_145;x
146;210;196;64;Province_146;x
147;83;196;180;Province_147;x
148;116;196;64;Province_148;x
149;213;100;64;Province_149;x
150;86;196;128;Province_150;x
151;183;196;64;Province_151;x
152;88;132;180;Province_152;x
153;89;196;64;Province_153;x
154;218;164;64;Province_154;x
155;91;196;180;Province_155;x
156;156;196;64;Province_156;x
157;221;68;64;Province_157;x
158;94;196;64;Province_158;x
159;223;196;64;Province_159;x
160;64;165;180;Province_160;x
161;65;197;64;Province_161;x
162;194;133;64;Province_162;x
163;67;197;128;Province_163;x
164;164;197;64;Province_164;x
165;69;133;180;Province_165;x
166;70;197;64;Province_166;x
167;199;165;64;Province_167;x
168;72;197;180;Province_168;x
169;105;197;64;Province_169;x
170;202;101;64;Province_170;x
171;75;197;128;Province_171;x
172;204;197;64;Province_172;x
173;77;165;180;Province_173;x
174;78;197;64;Province_174;x
175;207;133;64;Province_175;x
176;80;197;128;Province_176;x
177;145;197;64;Province_177;x
178;210;69;64;Province_178;x
179;83;197;64;Province_179;x
180;212;197;64;Province_180;x
181;85;197;180;Province_181;x
182;118;197;64;Province_182;x
183;215;101;64;Province_183;x
184;88;197;128;Province_184;x
185;185;197;64;Province_185;x
186;90;133;180;Province_186;x
187;91;197;64;Province_187;x
188;220;165;64;Province_188;x
189;93;197;180;Province_189;x
190;158;197;64;Province_190;x
191;223;69;64;Province_191;x
192;64;198;64;Province_192;x
193;193;198;64;Province_193;x
194;66;166;180;Province_194;x
195;67;198;64;Province_195;x
196;196;134;64;Province_196;x
197;69;198;128;Province_197;x
198;166;198;64;Province_198;x
199;71;134;180;Province_199;x
200;72;198;64;Province_200;x
201;201;166;64;Province_201;x
202;74;198;180;Province_202;x
203;107;198;64;Province_203;x
204;204;102;64;Province_204;x
205;77;198;128;Province_205;x
206;206;198;64;Province_206;x
207;79;166;180;Province_207;x
208;80;198;64;Province_208;x
209;209;134;64;Province_209;x
210;82;198;128;Province_210;x
211;147;198;64;Province_211;x
212;212;70;64;Province_212;x
213;85;198;64;Province_213;x
214;214;198;64;Province_214;x
215;87;198;180;Province_215;x
216;120;198;64;Province_216;x
217;217;102;64;Province_217;x
218;90;198;128;Province_218;x
219;187;198;64;Province_219;x
220;92;134;180;Province_220;x
221;93;198;64;Province_221;x
222;222;166;64;Province_222;x
223;95;198;180;Province_223;x
224;128;199;64;Province_224;x
225;193;103;64;Province_225;x
226;66;199;128;Province_226;x
227;195;199;64;Province_227;x
228;68;167;180;Province_228;x
229;69;199;64;Province_229;x
230;198;135;64;Province_230;x
231;71;199;128;Province_231;x
232;136;199;64;Province_232;x
233;201;71;64;Province_233;x
234;74;199;64;Province_234;x
235;203;199;64;Province_235;x
236;76;199;180;Province_236;x
237;109;199;64;Province_237;x
238;206;103;64;Province_238;x
239;79;199;128;Province_239;x
240;176;199;64;Province_240;x
241;81;135;180;Province_241;x
242;82;199;64;Province_242;x
243;211;167;64;Province_243;x
244;84;199;180;Province_244;x
245;149;199;64;Province_245;x
246;214;71;64;Province_246;x
247;87;199;64;Province_247;x
248;216;199;64;Province_248;x
249;89;167;180;Province_249;x
250;90;199;64;Province_250;x
251;219;135;64;Province_251;x
252;92;199;128;Province_252;x
253;189;199;64;Province_253;x
254;94;135;180;Province_254;x
255;95;199;64;Province_255;x
256;192;168;64;Province_256;x
257;65;200;180;Province_257;x
258;98;200;64;Province_258;x
259;195;104;64;Province_259;x
260;68;200;128;Province_260;x
261;197;200;64;Province_261;x
262;70;168;180;Province_262;x
263;71;200;64;Province_263;x
264;200;136;64;Province_264;x
265;73;200;128;Province_265;x
266;138;200;64;Province_266;x
267;203;72;64;Province_267;x
268;76;200;64;Province_268;x
269;205;200;64;Province_269;x
270;78;200;180;Province_270;x
271;111;200;64;Province_271;x
272;208;104;64;Province_272;x
273;81;200;128;Province_273;x
274;178;200;64;Province_274;x
275;83;136;180;Province_275;x
276;84;200;64;Province_276;x
277;213;168;64;Province_277;x
278;86;200;180;Province_278;x
279;151;200;64;Province_279;x
280;216;72;64;Province_280;x
281;89;200;64;Province_281;x
282;218;200;64;Province_282;x
283;91;168;180;Province_283;x
284;92;200;64;Province_284;x
285;221;136;64;Province_285;x
286;94;200;128;Province_286;x
287;191;200;64;Province_287;x
288;64;137;180;Province_288;x
289;65;201;64;Province_289;x
290;194;169;64;Province_290;x
291;67;201;180;Province_291;x
292;100;201;64;Province_292;x
293;197;105;64;Province_293;x
294;70;201;128;Province_294;x
295;199;201;64;Province_295;x
296;72;137;180;Province_296;x
297;73;201;64;Province_297;x
298;202;169;64;Province_298;x
299;75;201;180;Province_299;x
300;140;201;64;Province_300;x
301;205;73;64;Province_301;x
302;78;201;64;Province_302;x
303;207;201;64;Province_303;x
304;80;169;180;Province_304;x
305;81;201;64;Province_305;x
306;210;137;64;Province_306;x
307;83;201;128;Province_307;x
308;180;201;64;Province_308;x
309;85;137;180;Province_309;x
310;86;201;64;Province_310;x
311;215;169;64;Province_311;x
312;88;201;180;Province_312;x
313;121;201;64;Province_313;x
314;218;105;64;Province_314;x
315;91;201;128;Province_315;x
316;220;201;64;Province_316;x
317;93;169;180;Province_317;x
318;94;201;64;Province_318;x
319;223;137;64;Province_319;x
320;64;202;128;Province_320;x
321;129;202;64;Province_321;x
322;194;74;64;Province_322;x
323;67;202;64;Province_323;x
324;196;202;64;Province_324;x
325;69;202;180;Province_325;x
326;102;202;64;Province_326;x
327;199;106;64;Province_327;x
328;72;202;128;Province_328;x
329;169;202;64;Province_329;x
330;74;138;180;Province_330;x
331;75;202;64;Province_331;x
332;204;170;64;Province_332;x
333;77;202;180;Province_333;x
334;142;202;64;Province_334;x
335;207;74;64;Province_335;x
336;80;202;64;Province_336;x
337;209;202;64;Province_337;x
338;82;170;180;Province_338;x
339;83;202;64;Province_339;x
340;212;138;64;Province_340;x
341;85;202;128;Province_341;x
342;182;202;64;Province_342;x
343;87;138;180;Province_343;x
344;88;202;64;Province_344;x
345;217;170;64;Province_345;x
346;90;202;180;Province_346;x
347;123;202;64;Province_347;x
348;220;106;64;Province_348;x
349;93;202;128;Province_349;x
350;222;202;64;Province_350;x
351;95;170;180;Province_351;x
352;64;203;64;Province_352;x
353;193;139;64;Province_353;x
354;66;203;128;Province_354;x
355;131;203;64;Province_355;x
356;196;75;64;Province_356;x
357;69;203;64;Province_357;x
358;198;203;64;Province_358;x
359;71;203;180;Province_359;x
360;104;203;64;Province_360;x
361;201;107;64;Province_361;x
362;74;203;128;Province_362;x
363;171;203;64;Province_363;x
364;76;139;180;Province_364;x
365;77;203;64;Province_365;x
366;206;171;64;Province_366;x
367;79;203;180;Province_367;x
368;144;203;64;Province_368;x
369;209;75;64;Province_369;x
370;82;203;128;Province_370;x
371;211;203;64;Province_371;x
372;84;171;180;Province_372;x
373;85;203;64;Province_373;x
374;214;139;64;Province_374;x
375;87;203;128;Province_375;x
376;184;203;64;Province_376;x
377;89;107;180;Province_377;x
378;90;203;64;Province_378;x
379;219;203;64;Province_379;x
380;92;203;180;Province_380;x
381;125;203;64;Province_381;x
382;222;107;64;Province_382;x
383;95;203;128;Province_383;x
384;160;204;64;Province_384;x
385;65;140;180;Province_385;x
386;66;204;64;Province_386;x
387;195;172;64;Province_387;x
388;68;204;180;Province_388;x
389;133;204;64;Province_389;x
390;198;76;64;Province_390;x
391;71;204;64;Province_391;x
392;200;204;64;Province_392;x
393;73;172;180;Province_393;x
394;74;204;64;Province_394;x
395;203;140;64;Province_395;x
396;76;204;128;Province_396;x
397;173;204;64;Province_397;x
398;78;140;180;Province_398;x
399;79;204;64;Province_399;x
400;208;172;64;Province_400;x
401;81;204;180;Province_401;x
402;114;204;64;Province_402;x
403;211;108;64;Province_403;x
404;84;204;128;Province_404;x
405;213;204;64;Province_405;x
406;86;172;180;Province_406;x
407;87;204;64;Province_407;x
408;216;140;64;Province_408;x
409;89;204;128;Province_409;x
410;154;204;64;Province_410;x
411;219;76;64;Province_411;x
412;92;204;64;Province_412;x
413;221;204;64;Province_413;x
414;94;204;180;Province_414;x
415;127;204;64;Province_415;x
416;192;109;64;Province_416;x
417;65;205;128;Province_417;x
418;162;205;64;Province_418;x
419;67;141;180;Province_419;x
420;68;205;64;Province_420;x
421;197;173;64;Province_421;x
422;70;205;180;Province_422;x
423;135;205;64;Province_423;x
424;200;77;64;Province_424;x
425;73;205;64;Province_425;x
426;202;205;64;Province_426;x
427;75;173;180;Province_427;x
428;76;205;64;Province_428;x
429;205;141;64;Province_429;x
430;78;205;128;Province_430;x
431;175;205;64;Province_431;x
432;80;141;180;Province_432;x
433;81;205;64;Province_433;x
434;210;173;64;Province_434;x
435;83;205;180;Province_435;x
436;116;205;64;Province_436;x
437;213;109;64;Province_437;x
438;86;205;128;Province_438;x
439;215;205;64;Province_439;x
440;88;173;180;Province_440;x
441;89;205;64;Province_441;x
442;218;141;64;Province_442;x
443;91;205;180;Province_443;x
444;156;205;64;Province_444;x
445;221;77;64;Province_445;x
446;94;205;64;Province_446;x
447;223;205;64;Province_447;x
448;64;174;180;Province_448;x
449;97;206;64;Province_449;x
450;194;142;64;Province_450;x
451;67;206;128;Province_451;x
452;164;206;64;Province_452;x
453;69;142;180;Province_453;x
454;70;206;64;Province_454;x
455;199;174;64;Province_455;x
456;72;206;180;Province_456;x
457;105;206;64;Province_457;x
458;202;110;64;Province_458;x
459;75;206;128;Province_459;x
460;204;206;64;Province_460;x
461;77;174;180;Province_461;x
462;78;206;64;Province_462;x
463;207;142;64;Province_463;x
464;80;206;128;Province_464;x
465;145;206;64;Province_465;x
466;210;78;64;Province_466;x
467;83;206;64;Province_467;x
468;212;206;64;Province_468;x
469;85;206;180;Province_469;x
470;118;206;64;Province_470;x
471;215;110;64;Province_471;x
472;88;206;128;Province_472;x
473;185;206;64;Province_473;x
474;90;142;180;Province_474;x
475;91;206;64;Province_475;x
476;220;174;64;Province_476;x
477;93;206;180;Province_477;x
478;158;206;64;Province_478;x
479;223;78;64;Province_479;x
480;64;207;64;Province_480;x
481;193;207;64;Province_481;x
482;66;175;180;Province_482;x
483;67;207;64;Province_483;x
484;196;143;64;Province_484;x
485;69;207;128;Province_485;x
486;166;207;64;Province_486;x
487;71;143;180;Province_487;x
488;72;207;64;Province_488;x
489;201;175;64;Province_489;x
490;74;207;180;Province_490;x
491;107;207;64;Province_491;x
492;204;111;64;Province_492;x
493;77;207;128;Province_493;x
494;206;207;64;Province_494;x
495;79;175;180;Province_495;x
496;80;207;64;Province_496;x
497;209;143;64;Province_497;x
498;82;207;128;Province_498;x
499;147;207;64;Province_499;x
500;212;79;64;Province_500;x
501;85;207;64;Province_501;x
502;214;207;64;Province_502;x
503;87;207;180;Province_503;x
504;120;207;64;Province_504;x
505;217;111;64;Province_505;x
506;90;207;128;Province_506;x
507;187;207;64;Province_507;x
508;92;143;180;Province_508;x
509;93;207;64;Province_509;x
510;222;175;64;Province_510;x
511;95;207;180;Province_511;x
512;128;208;64;Province_512;x
513;193;80;64;Province_513;x
514;66;208;64;Province_514;x
515;195;208;64;Province_515;x
516;68;176;180;Province_516;x
517;69;208;64;Province_517;x
518;198;144;64;Province_518;x
519;71;208;128;Province_519;x
520;168;208;64;Province_520;x
521;73;144;180;Province_521;x
522;74;208;64;Province_522;x
523;203;176;64;Province_523;x
524;76;208;180;Province_524;x
525;109;208;64;Province_525;x
526;206;112;64;Province_526;x
527;79;208;128;Province_527;x
528;208;208;64;Province_528;x
529;81;144;180;Province_529;x
530;82;208;64;Province_530;x
531;211;176;64;Province_531;x
532;84;208;180;Province_532;x
533;149;208;64;Province_533;x
534;214;80;64;Province_534;x
535;87;208;64;Province_535;x
536;216;208;64;Province_536;x
537;89;176;180;Province_537;x
538;90;208;64;Province_538;x
539;219;144;64;Province_539;x
540;92;208;128;Province_540;x
541;189;208;64;Province_541;x
542;94;144;180;Province_542;x
543;95;208;64;Province_543;x
544;192;177;64;Province_544;x
545;65;209;180;Province_545;x
546;98;209;64;Province_546;x
547;195;113;64;Province_547;x
548;68;209;128;Province_548;x
549;197;209;64;Province_549;x
550;70;177;180;Province_550;x
551;71;209;64;Province_551;x
552;200;145;64;Province_552;x
553;73;209;128;Province_553;x
554;138;209;64;Province_554;x
555;203;81;64;Province_555;x
556;76;209;64;Province_556;x
557;205;209;64;Province_557;x
558;78;209;180;Province_558;x
559;111;209;64;Province_559;x
560;208;113;64;Province_560;x
561;81;209;128;Province_561;x
562;178;209;64;Province_562;x
563;83;145;180;Province_563;x
564;84;209;64;Province_564;x
565;213;177;64;Province_565;x
566;86;209;180;Province_566;x
567;151;209;64;Province_567;x
568;216;81;64;Province_568;x
569;89;209;64;Province_569;x
570;218;209;64;Province_570;x
571;91;177;180;Province_571;x
572;92;209;64;Province_572;x
573;221;145;64;Province_573;x
574;94;209;128;Province_574;x
575;191;209;64;Province_575;x
576;64;146;180;Province_576;x
577;65;210;64;Province_577;x
578;194;178;64;Province_578;x
579;67;210;180;Province_579;x
580;100;210;64;Province_580;x
581;197;114;64;Province_581;x
582;70;210;128;Province_582;x
583;199;210;64;Province_583;x
584;72;178;180;Province_584;x
585;73;210;64;Province_585;x
586;202;146;64;Province_586;x
587;75;210;128;Province_587;x
588;140;210;64;Province_588;x
589;205;82;64;Province_589;x
590;78;210;64;Province_590;x
591;207;210;64;Province_591;x
592;80;210;180;Province_592;x
593;113;210;64;Province_593;x
594;210;114;64;Province_594;x
595;83;210;128;Province_595;x
596;180;210;64;Province_596;x
597;85;146;180;Province_597;x
598;86;210;64;Province_598;x
599;215;178;64;Province_599;x
600;88;210;180;Province_600;x
601;153;210;64;Province_601;x
602;218;82;64;Province_602;x
603;91;210;128;Province_603;x
604;220;210;64;Province_604;x
605;93;178;180;Province_605;x
606;94;210;64;Province_606;x
607;223;146;64;Province_607;x
608;64;211;128;Province_608;x
609;129;211;64;Province_609;x
610;194;83;64;Province_610;x
611;67;211;64;Province_611;x
612;196;211;64;Province_612;x
613;69;211;180;Province_613;x
614;102;211;64;Province_614;x
615;199;115;64;Province_615;x
616;72;211;128;Province_616;x
617;169;211;64;Province_617;x
618;74;147;180;Province_618;x
619;75;211;64;Province_619;x
620;204;179;64;Province_620;x
621;77;211;180;Province_621;x
622;142;211;64;Province_622;x
623;207;83;64;Province_623;x
624;80;211;64;Province_624;x
625;209;211;64;Province_625;x
626;82;179;180;Province_626;x
627;83;211;64;Province_627;x
628;212;147;64;Province_628;x
629;85;211;128;Province_629;x
630;182;211;64;Province_630;x
631;87;147;180;Province_631;x
632;88;211;64;Province_632;x
633;217;179;64;Province_633;x
634;90;211;180;Province_634;x
635;123;211;64;Province_635;x
636;220;115;64;Province_636;x
637;93;211;128;Province_637;x
638;222;211;64;Province_638;x
639;95;179;180;Province_639;x
640;64;212;64;Province_640;x
641;193;148;64;Province_641;x
642;66;212;128;Province_642;x
643;131;212;64;Province_643;x
644;196;84;64;Province_644;x
645;69;212;64;Province_645;x
646;198;212;64;Province_646;x
647;71;212;180;Province_647;x
648;104;212;64;Province_648;x
649;201;116;64;Province_649;x
650;74;212;128;Province_650;x
651;171;212;64;Province_651;x
652;76;148;180;Province_652;x
653;77;212;64;Province_653;x
654;206;180;64;Province_654;x
655;79;212;180;Province_655;x
656;144;212;64;Province_656;x
657;209;84;64;Province_657;x
658;82;212;64;Province_658;x
659;211;212;64;Province_659;x
660;84;180;180;Province_660;x
661;85;212;64;Province_661;x
662;214;148;64;Province_662;x
663;87;212;128;Province_663;x
664;184;212;64;Province_664;x
665;89;148;180;Province_665;x
666;90;212;64;Province_666;x
667;219;180;64;Province_667;x
668;92;212;180;Province_668;x
669;125;212;64;Province_669;x
670;222;116;64;Province_670;x
671;95;212;128;Province_671;x
672;192;213;64;Province_672;x
673;65;181;180;Province_673;x
674;66;213;64;Province_674;x
675;195;149;64;Province_675;x
676;68;213;180;Province_676;x
677;133;213;64;Province_677;x
678;198;85;64;Province_678;x
679;71;213;64;Province_679;x
680;200;213;64;Province_680;x
681;73;181;180;Province_681;x
682;74;213;64;Province_682;x
683;203;149;64;Province_683;x
684;76;213;128;Province_684;x
685;173;213;64;Province_685;x
686;78;149;180;Province_686;x
687;79;213;64;Province_687;x
688;208;181;64;Province_688;x
689;81;213;180;Province_689;x
690;114;213;64;Province_690;x
691;211;117;64;Province_691;x
692;84;213;128;Province_692;x
693;213;213;64;Province_693;x
694;86;181;180;Province_694;x
695;87;213;64;Province_695;x
696;216;149;64;Province_696;x
697;89;213;128;Province_697;x
698;154;213;64;Province_698;x
699;219;85;64;Province_699;x
700;92;213;64;Province_700;x
701;221;213;64;Province_701;x
702;94;213;180;Province_702;x
703;127;213;64;Province_703;x
704;192;118;64;Province_704;x
705;65;214;128;Province_705;x
706;162;214;64;Province_706;x
707;67;150;180;Province_707;x
708;68;214;64;Province_708;x
709;197;182;64;Province_709;x
710;70;214;180;Province_710;x
711;135;214;64;Province_711;x
712;200;86;64;Province_712;x
713;73;214;64;Province_713;x
714;202;214;64;Province_714;x
715;75;182;180;Province_715;x
716;76;214;64;Province_716;x
717;205;150;64;Province_717;x
718;78;214;128;Province_718;x
719;175;214;64;Province_719;x
720;80;150;180;Province_720;x
721;81;214;64;Province_721;x
722;210;182;64;Province_722;x
723;83;214;180;Province_723;x
724;116;214;64;Province_724;x
725;213;118;64;Province_725;x
726;86;214;128;Province_726;x
727;215;214;64;Province_727;x
728;88;182;180;Province_728;x
729;89;214;64;Province_729;x
730;218;150;64;Province_730;x
731;91;214;128;Province_731;x
732;156;214;64;Province_732;x
733;221;86;64;Province_733;x
734;94;214;64;Province_734;x
735;223;214;64;Province_735;x
736;64;215;180;Province_736;x
737;97;215;64;Province_737;x
738;194;119;64;Province_738;x
739;67;215;128;Province_739;x
740;164;215;64;Province_740;x
741;69;151;180;Province_741;x
742;70;215;64;Province_742;x
743;199;183;64;Province_743;x
744;72;215;180;Province_744;x
745;137;215;64;Province_745;x
746;202;87;64;Province_746;x
747;75;215;128;Province_747;x
748;204;215;64;Province_748;x
749;77;183;180;Province_749;x
750;78;215;64;Province_750;x
751;207;151;64;Province_751;x
752;80;215;128;Province_752;x
753;177;215;64;Province_753;x
754;82;119;180;Province_754;x
755;83;215;64;Province_755;x
756;212;215;64;Province_756;x
757;85;215;180;Province_757;x
758;118;215;64;Province_758;x
759;215;119;64;Province_759;x
760;88;215;128;Province_760;x
761;185;215;64;Province_761;x
762;90;151;180;Province_762;x
763;91;215;64;Province_763;x
764;220;183;64;Province_764;x
765;93;215;180;Province_765;x
766;158;215;64;Province_766;x
767;223;87;64;Province_767;x
768;64;216;64;Province_768;x
769;193;216;64;Province_769;x
770;66;184;180;Province_770;x
771;67;216;64;Province_771;x
772;196;152;64;Province_772;x
773;69;216;128;Province_773;x
774;166;216;64;Province_774;x
775;71;152;180;Province_775;x
776;72;216;64;Province_776;x
777;201;184;64;Province_777;x
778;74;216;180;Province_778;x
779;107;216;64;Province_779;x
780;204;120;64;Province_780;x
781;77;216;128;Province_781;x
782;206;216;64;Province_782;x
783;79;184;180;Province_783;x
784;80;216;64;Province_784;x
785;209;152;64;Province_785;x
786;82;216;128;Province_786;x
787;147;216;64;Province_787;x
788;212;88;64;Province_788;x
789;85;216;64;Province_789;x
790;214;216;64;Province_790;x
791;87;216;180;Province_791;x
792;120;216;64;Province_792;x
793;217;120;64;Province_793;x
794;90;216;128;Province_794;x
795;187;216;64;Province_795;x
796;92;152;180;Province_796;x
797;93;216;64;Province_797;x
798;222;184;64;Province_798;x
799;95;216;180;Province_799;x
800;128;217;64;Province_800;x
801;193;89;64;Province_801;x
802;66;217;64;Province_802;x
803;195;217;64;Province_803;x
804;68;185;180;Province_804;x
805;69;217;64;Province_805;x
806;198;153;64;Province_806;x
807;71;217;128;Province_807;x
808;168;217;64;Province_808;x
809;73;153;180;Province_809;x
810;74;217;64;Province_810;x
811;203;185;64;Province_811;x
812;76;217;180;Province_812;x
813;109;217;64;Province_813;x
814;206;121;64;Province_814;x
815;79;217;128;Province_815;x
816;208;217;64;Province_816;x
817;81;185;180;Province_817;x
818;82;217;64;Province_818;x
819;211;153;64;Province_819;x
820;84;217;128;Province_820;x
821;149;217;64;Province_821;x
822;214;89;64;Province_822;x
823;87;217;64;Province_823;x
824;216;217;64;Province_824;x
825;89;217;180;Province_825;x
826;122;217;64;Province_826;x
827;219;121;64;Province_827;x
828;92;217;128;Province_828;x
829;189;217;64;Province_829;x
830;94;153;180;Province_830;x
831;95;217;64;Province_831;x
832;192;186;64;Province_832;x
833;65;218;180;Province_833;x
834;98;218;64;Province_834;x
835;195;122;64;Province_835;x
836;68;218;128;Province_836;x
837;197;218;64;Province_837;x
838;70;186;180;Province_838;x
839;71;218;64;Province_839;x
840;200;154;64;Province_840;x
841;73;218;128;Province_841;x
842;138;218;64;Province_842;x
843;203;90;64;Province_843;x
844;76;218;64;Province_844;x
845;205;218;64;Province_845;x
846;78;218;180;Province_846;x
847;111;218;64;Province_847;x
848;208;122;64;Province_848;x
849;81;218;128;Province_849;x
850;178;218;64;Province_850;x
851;83;154;180;Province_851;x
852;84;218;64;Province_852;x
853;213;186;64;Province_853;x
854;86;218;180;Province_854;x
855;151;218;64;Province_855;x
856;216;90;64;Province_856;x
857;89;218;64;Province_857;x
858;218;218;64;Province_858;x
859;91;186;180;Province_859;x
860;92;218;64;Province_860;x
861;221;154;64;Province_861;x
862;94;218;128;Province_862;x
863;191;218;64;Province_863;x
864;64;155;180;Province_864;x
865;65;219;64;Province_865;x
866;194;187;64;Province_866;x
867;67;219;180;Province_867;x
868;100;219;64;Province_868;x
869;197;123;64;Province_869;x
870;70;219;128;Province_870;x
871;199;219;64;Province_871;x
872;72;187;180;Province_872;x
873;73;219;64;Province_873;x
874;202;155;64;Province_874;x
875;75;219;128;Province_875;x
876;140;219;64;Province_876;x
877;205;91;64;Province_877;x
878;78;219;64;Province_878;x
879;207;219;64;Province_879;x
880;80;219;180;Province_880;x
881;113;219;64;Province_881;x
882;210;123;64;Province_882;x
883;83;219;128;Province_883;x
884;180;219;64;Province_884;x
885;85;155;180;Province_885;x
886;86;219;64;Province_886;x
887;215;187;64;Province_887;x
888;88;219;180;Province_888;x
889;153;219;64;Province_889;x
890;218;91;64;Province_890;x
891;91;219;64;Province_891;x
892;220;219;64;Province_892;x
893;93;187;180;Province_893;x
894;94;219;64;Province_894;x
895;223;155;64;Province_895;x
896;64;220;128;Province_896;x
897;161;220;64;Province_897;x
898;66;156;180;Province_898;x
899;67;220;64;Province_899;x
900;196;188;64;Province_900;x
901;69;220;180;Province_901;x
902;102;220;64;Province_902;x
903;199;124;64;Province_903;x
904;72;220;128;Province_904;x
905;201;220;64;Province_905;x
906;74;156;180;Province_906;x
907;75;220;64;Province_907;x
908;204;188;64;Province_908;x
909;77;220;180;Province_909;x
910;142;220;64;Province_910;x
911;207;92;64;Province_911;x
912;80;220;64;Province_912;x
913;209;220;64;Province_913;x
914;82;188;180;Province_914;x
915;83;220;64;Province_915;x
916;212;156;64;Province_916;x
917;85;220;128;Province_917;x
918;182;220;64;Province_918;x
919;87;156;180;Province_919;x
920;88;220;64;Province_920;x
921;217;188;64;Province_921;x
922;90;220;180;Province_922;x
923;123;220;64;Province_923;x
924;220;124;64;Province_924;x
925;93;220;128;Province_925;x
926;222;220;64;Province_926;x
927;95;188;180;Province_927;x
928;64;221;64;Province_928;x
929;193;157;64;Province_929;x
930;66;221;128;Province_930;x
931;131;221;64;Province_931;x
